am_sid.x,am_cat,sciname,iucn_sid.x,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score
W-Sca-140010,NA,Cadulus subfusiformis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-85272,NA,Calanus finmarchicus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118497,NA,Calathura brachiata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-456,NA,Callipallene brevirostris,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-474,NA,Callipallene phantoma,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140132,NA,Callochiton septemvalvis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111196,NA,Callopora dumerilii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111197,NA,Callopora lineata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117402,NA,Calycella syringa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138961,NA,Calyptraea chinensis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107275,NA,Cancer bellianus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107276,NA,Cancer pagurus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-129876,NA,Capitella capitata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107381,NA,Carcinus maenas,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-5036,NA,Caryophyllia calveri,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-129857,NA,Caryophyllia communis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-5081,NA,Caryophyllia smithii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138999,NA,Cerastoderma glaucum,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-2131,NA,Cereus pedunculatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107369,NA,Chaceon affinis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139106,NA,Chaetoderma nitidulum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-146791,NA,Chaetoderma productum,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-134854,NA,Chaetomorpha linum,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-67830,NA,Chaetonotus dispar,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141907,NA,Chamelea gallina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-196554,NA,Chelophyes contorta,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-71422,LC,Chiroteuthis veranyi,176066,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-140692,NA,Chlamys islandica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111304,NA,Chorizopora brongniartii,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-71429,DD,Chtenopteryx sicula,162910,Unknown,DD,NA,NA,NA,am,NA,NA
SLB-27897,NA,Chthamalus stellatus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1980,NA,Ciona intestinalis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-15763,NA,Cirolana cranchii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-129959,NA,Cirratulus cirratus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-5097,NA,Cladocora debilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117425,NA,Cladonema radiatum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141909,NA,Clausinella fasciata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2007,NA,Clavelina lepadiformis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-134121,NA,Cliona celata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139178,NA,Clione limacina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117368,NA,Clytia hemisphaerica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117373,NA,Clytia paulensis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3768,NA,Cnemidocarpa devia,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3773,NA,Cnemidocarpa finmarkiensis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-145713,NA,Codium bursa,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-579,NA,Colossendeis angusta,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-581,NA,Colossendeis arcuata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-587,NA,Colossendeis colossea,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-609,NA,Colossendeis macerrima,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-615,NA,Colossendeis minor,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139410,NA,Corbula gibba,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2042,NA,Corella eumyota,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2047,NA,Corella parallelogramma,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-151860,NA,Coryne eximia,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-142577,NA,Coscinodiscus wailesii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-129984,NA,Cossura longocirrata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-181386,LC,Cranchia scabra,162941,Unknown,LC,NA,NA,NA,am,0,NA
ITS-97118,NA,Crangon crangon,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140440,NA,Crenella decussata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ase-124154,NA,Crossaster papposus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-285794,NA,Crypthelia pudica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-240776,NA,Cryptochiton stelleri,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ase-123915,NA,Ctenodiscus crispatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-221241,NA,Cunina duplicata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141636,NA,Cuthona viridis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118474,NA,Cyathura carinata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139474,NA,Cylichna alba,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139476,NA,Cylichna cylindracea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-175206,NA,Cymodocella tubicauda,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-30500,NA,Dallina septigera,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140702,NA,Delectopecten vitreus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3818,NA,Dendrodoa grossularia,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139523,NA,Dendronotus frondosus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-134068,NA,Dercitus bucklandi,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-5160,NA,Desmophyllum dianthus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-93666,NA,Dexamine spinosa,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-1985,NA,Diadumene cincta,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-97626,NA,Diadumene lineata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139557,NA,Diaphana minuta,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3830,NA,Dicarpa simplex,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-152084,NA,Dictyota dichotoma,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2126,NA,Didemnum candidum,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2128,NA,Didemnum carnulentum,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2194,NA,Didemnum maculosum,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-65689,NA,Diplopteraster multipes,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2291,NA,Diplosoma listerianum,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2294,NA,Diplosoma macdonaldi,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-71465,LC,Discoteuthis discus,163256,Unknown,LC,NA,NA,NA,am,0,NA
W-Bry-173982,NA,Disporella fimbriata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-174599,NA,Dolichiscus meridionalis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139602,NA,Donax trunculus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139604,NA,Donax vittatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141911,NA,Dosinia exoleta,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141912,NA,Dosinia lupinus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-532765,NA,Doto pita,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114552,NA,Draculiciteria tesselata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-256988,NA,Dynamene bidentata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ech-124392,NA,Echinocardium cordatum,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-64279,NA,Echinorhynchus gadi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117982,NA,Ectopleura dumortierii,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-193871,NA,Edwardsia claparedii,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-71435,LC,Egea inermis,162909,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-140600,NA,Eledone cirrhosa,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-680,NA,Endeis spinosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140584,NA,Ennucula tenuis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140735,NA,Ensis siliqua,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-139691,NA,Entalina tetragona,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-260262,NA,Entophilus omnitectus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107451,NA,Eriocheir sinensis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90185,NA,Erythrops erythrophthalma,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90198,NA,Erythrops serrata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111495,NA,Escharella variolosa,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-682610,NA,Eucopia hanseni,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117544,NA,Eudendrium capillare,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117554,NA,Eudendrium rameum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117555,NA,Eudendrium ramosum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118559,NA,Eugerda tenuimana,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3325,NA,Eugyra arenosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Cha-105416,NA,Eukrohnia hamata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-174884,NA,Euneognathia gigas,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118843,NA,Eurydice affinis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118849,NA,Eurydice inermis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140528,NA,Euspira catena,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131290,NA,Eusyllis blomstrandi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139908,NA,Facelina bostoniensis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139112,NA,Falcidens crossotus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-139535,NA,Fissidentalium candidum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-139536,NA,Fissidentalium capillosum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156716,NA,Flabellina salmonacea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-153507,NA,Flabellina verrucosa,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-129861,NA,Flabellum apertum,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-154643,NA,Fucus serratus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-95766,NA,Funchalia villosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-153063,LC,Galiteuthis armata,163156,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-140869,NA,Gari depressa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140870,NA,Gari fervensis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90388,NA,Gastrosaccus sanctus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90390,NA,Gastrosaccus spinifer,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139582,NA,Geitodoris pusae,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-133119,NA,Gelidium pusillum,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96097,NA,Gennadas bouvieri,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96099,NA,Gennadas capensis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96102,NA,Gennadas scutatus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-551549,NA,Gennadas tinayrei,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141790,NA,Gibbula magus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130118,NA,Glycera capitata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140025,NA,Glycymeris glycymeris,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96191,NA,Glyphus marsupialis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-15664,NA,Glyptonotus antarcticus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118990,NA,Gnathia dentata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118994,NA,Gnathia maxillaris,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-89818,NA,Gnathophausia zoea,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88150,NA,Golfingia elongata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88154,NA,Golfingia margaritacea,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88158,NA,Golfingia muricaudata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88163,NA,Golfingia vulgaris,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-153097,LC,Gonatus fabricii,163186,Unknown,LC,NA,NA,NA,am,0,NA
W-Pol-130140,NA,Goniada maculata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-64110,NA,Grammaria abietina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-157019,NA,Graneledone verrucosa,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-154005,NA,Grateloupia doryphora,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-132739,NA,Grateloupia filicina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-420699,NA,Gregariella coralliophaga,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-190538,LC,Grimalditeuthis bonplandii,NA,NA,LC,NA,NA,NA,am,0,NA
W-Msc-153094,NA,Grimpoteuthis wuelkeri,163284,Unknown,DD,NA,NA,NA,am,NA,NA
W-Msc-139744,NA,Gyroscala lamellosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117588,NA,Halecium delicatulum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117606,NA,Halecium tenellum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114506,NA,Halichaetonotus aculifer,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-132627,NA,Halichondria panicea,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-70957,NA,Haliphron atlanticus,163207,Unknown,LC,NA,NA,NA,am,0,NA
URM-2-3564,NA,Halocynthia pyriformis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140082,NA,Hanleya hanleyi,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-682680,NA,Haplostylus lobatus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-682683,NA,Haplostylus normani,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139424,DD,Helicocranchia pfefferi,162906,Unknown,DD,NA,NA,NA,am,NA,NA
ITS-90567,NA,Hemimysis lamornae,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ase-123974,NA,Henricia sanguinolenta,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-181145,NA,Hepomadus tener,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-89556,NA,Heteralepas cornuta,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-117930,NA,Heterocarpus grimaldii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-129884,NA,Heteromastus filiformis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-682886,NA,Heteromysis norvegica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114557,NA,Heteroxenotrichula squamosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140103,NA,Hiatella arctica,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-10306,NA,Hippolyte varians,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-94295,NA,Hippomedon denticulatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130464,NA,Hyalinoecia tubicola,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-342337,LC,Hyaloteuthis pelagica,163294,Unknown,LC,NA,NA,NA,am,0,NA
W-Bch-107322,NA,Hyas araneus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96109,NA,Hymenodora glacialis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-95979,NA,Hymenopenaeus debilis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-Mam-180504,DD,Hyperoodon ampullatus,NA,NA,DD,NA,NA,NA,am,NA,NA
W-Iso-118714,NA,Ianiropsis breviremis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-17555,NA,Idotea chelipes,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-119043,NA,Idotea emarginata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-17567,NA,Idotea linearis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-119047,NA,Idotea metallica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-119048,NA,Idotea neglecta,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140621,LC,Illex coindetii,163269,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-153087,LC,Illex illecebrosus,163002,Unknown,LC,NA,NA,NA,am,0,NA
W-Cum-110462,NA,Iphinoe trispinosa,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-141400,NA,Iridaea cordata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140135,NA,Ischnochiton albus,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-17914,NA,Jaera albifrons,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-17919,NA,Jaera ischiosetosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118732,NA,Janira maculosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138849,NA,Japetella diaphana,162986,Unknown,LC,NA,NA,NA,am,0,NA
SLB-71541,LC,Joubiniteuthis portieri,162961,Unknown,LC,NA,NA,NA,am,0,NA
URM-2-3852,NA,Kukenthalia borealis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139004,NA,Laevicardium crassum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117702,NA,Lafoea dumosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131128,NA,Laonice cirrata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-61068,NA,Leiopathes glaberrima,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-135426,NA,Lensia conoidea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140187,NA,Lepeta caeca,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136475,NA,Leptochelia savignyi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140197,NA,Leptochiton alveolus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140199,NA,Leptochiton asellus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140201,NA,Leptochiton cancellatus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2347,NA,Leptoclinides faeroensis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136431,NA,Leptognathia breviremis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-23201,NA,Leptognathia gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136441,NA,Leptognathia manca,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90684,NA,Leptomysis gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90683,NA,Leptomysis lingvura,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90682,NA,Leptomysis mediterranea,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-65601,NA,Leptychaster arcticus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-164760,NA,Leucetta primigenia,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-116596,NA,Leucon septemdentatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-132201,NA,Leuconia nivea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-132203,NA,Leuconia pumila,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-92903,NA,Leucopsila stilifera,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-192302,NA,Leucosolenia macleayi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130578,NA,Levinsenia gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-71450,DD,Liguriella podophthalma,162948,Unknown,DD,NA,NA,NA,am,NA,NA
W-Msc-140233,NA,Lima lima,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140223,NA,Limacina helicina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140227,NA,Limacina retroversa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-420752,NA,Limatula confusa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140242,NA,Limatula subauriculata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118917,NA,Limnoria lignorum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140252,NA,Limopsis aurita,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107386,NA,Liocarcinus corrugatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107392,NA,Liocarcinus navigator,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-341818,LC,Liocranchia reinhardti,163218,Unknown,LC,NA,NA,NA,am,0,NA
URM-2-2387,NA,Lissoclinum aureum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-225182,NA,Lithophaga aristata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-69077,NA,Lithophaga bisulcata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-69078,NA,Lithophaga nigra,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131499,NA,Loimia medusa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-416668,NA,Loligo forbesii,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-71550,NA,Loligo media,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-5177,NA,Lophelia pertusa,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-22174,NA,Lophogaster typicus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-444382,NA,Lophozozymus incisus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708717,NA,Loxosomella varians,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-95916,NA,Lucifer faxoni,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-95917,NA,Lucifer typus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140282,NA,Lucinella divaricata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130248,NA,Lumbrineris latreilli,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140294,NA,Lutraria angustior,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141579,NA,Macoma balthica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141580,NA,Macoma calcarea,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-145429,NA,Macrocystis pyrifera,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114607,NA,Macrodasys caudatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107343,NA,Macropodia longirostris,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-5912,NA,Madrepora oculata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107350,NA,Maja squinado,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130305,NA,Maldane sarsi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141821,NA,Margarites helicinus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130072,NA,Marphysa bellii,NA,NA,NA,NA,NA,NA,am,NA,NA
WBD-Eup-47,NA,Meganyctiphanes norvegica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141983,NA,Megayoldia thraciaeformis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117743,NA,Melicertum octocostatum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111411,NA,Membranipora membranacea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111320,NA,Membraniporella nitida,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114595,NA,Mesodasys laticaudatus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90298,NA,Mesopodopsis slabberi,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-5236,NA,Metridium senile,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3598,NA,Microcosmus claudicans,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111421,NA,Microporella ciliata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3352,NA,Minipera papillosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117970,NA,Modeeria rotunda,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140461,NA,Modiolula phaseolina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140462,NA,Modiolus adriaticus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-420705,NA,Modiolus americanus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140464,NA,Modiolus barbatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140467,NA,Modiolus modiolus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3367,NA,Molgula citrina,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3369,NA,Molgula complanata,NA,NA,NA,NA,NA,NA,am,NA,NA
